App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver
Dog Run - Pet Dog Simulator,GAME,4.7,48615,24.0,10000000.0,Free,0.0,Everyone,"May 22, 2018",1.4.12,4.1 and up
Candy Bomb,FAMILY,4.4,42145,20.0,10000000.0,Free,0.0,Everyone,"July 4, 2018",2.9.3181,4.0.3 and up
ROBLOX,FAMILY,4.5,4449910,67.0,100000000.0,Free,0.0,Everyone 10+,"July 31, 2018",2.347.225742,4.1 and up
Jewels Crush- Match 3 Puzzle,FAMILY,4.4,14774,19.0,1000000.0,Free,0.0,Everyone,"July 23, 2018",1.9.3901,4.0.3 and up
Coloring & Learn,FAMILY,4.4,12753,51.0,5000000.0,Free,0.0,Everyone,"July 17, 2018",1.49,4.0.3 and up
Mahjong,FAMILY,4.5,33983,22.0,5000000.0,Free,0.0,Everyone,"August 2, 2018",1.24.3181,4.0.3 and up
Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,20267,46.0,1000000.0,Free,0.0,Everyone,"July 16, 2018",1.1.6.7,4.1 and up
Toy Pop Cubes,FAMILY,4.5,5761,21.0,1000000.0,Free,0.0,Everyone,"July 4, 2018",1.8.3181,4.0.3 and up
Educational Games 4 Kids,FAMILY,4.3,11618,39.0,5000000.0,Free,0.0,Everyone,"April 3, 2018",2.4,4.1 and up
Candy Pop Story,FAMILY,4.7,12948,23.0,1000000.0,Free,0.0,Everyone,"May 24, 2018",2.0.3165,2.3 and up
Solitaire,FAMILY,4.4,685,26.0,100000.0,Free,0.0,Everyone,"July 16, 2018",1.7.101,4.1 and up
Princess Coloring Book,FAMILY,4.5,9779,39.0,5000000.0,Free,0.0,Everyone,"February 25, 2018",1.2.8,4.0 and up
Hello Kitty Nail Salon,FAMILY,4.2,369378,24.0,50000000.0,Free,0.0,Everyone,"April 17, 2018",1.5,4.1 and up
Candy Smash,FAMILY,4.5,11436,15.0,1000000.0,Free,0.0,Everyone,"April 17, 2018",2.2.3169,4.0.3 and up
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20.0,500000.0,Free,0.0,Everyone,"February 1, 2018",1.0.3122,4.0.3 and up
Dog Run - Pet Dog Simulator,FAMILY,4.7,48615,24.0,10000000.0,Free,0.0,Everyone,"May 22, 2018",1.4.12,4.1 and up
Princess Adventures Puzzles,FAMILY,4.4,382,44.0,500000.0,Free,0.0,Everyone,"August 1, 2018",1.1.0,2.3 and up
Kids Educational Game 3 Free,FAMILY,4.3,24936,38.0,5000000.0,Free,0.0,Everyone,"May 16, 2018",3.1,4.1 and up
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,1109,52.0,1000000.0,Free,0.0,Everyone,"July 18, 2018",1.0.6,4.1 and up
Coloring book moana,FAMILY,3.9,974,14.0,500000.0,Free,0.0,Everyone,"January 15, 2018",2.0.0,4.0.3 and up
Baby Panda Care,FAMILY,4.2,108795,49.0,10000000.0,Free,0.0,Everyone,"June 15, 2018",8.25.10.00,4.0.3 and up
Kids Educational :All in One,FAMILY,4.5,1455,8.9,500000.0,Free,0.0,Everyone,"February 1, 2018",2.7,2.3 and up
Toca Kitchen 2,FAMILY,4.5,1014822,56.0,50000000.0,Free,0.0,Everyone,"June 29, 2017",1.2.3-play,4.1 and up
PJ Masks: Moonlight Heroes,FAMILY,4.4,86961,99.0,10000000.0,Free,0.0,Everyone,"June 5, 2018",2.0.1,4.0.3 and up
Learn To Draw Glow Flower,FAMILY,4.4,7320,10.0,1000000.0,Free,0.0,Everyone,"July 7, 2017",1.0.1,4.0.3 and up
"No. Color - Color by Number, Number Coloring",FAMILY,4.8,269194,6.9,10000000.0,Free,0.0,Everyone,"August 3, 2018",Varies with device,Varies with device
Bubble Shooter,FAMILY,4.4,59843,20.0,5000000.0,Free,0.0,Everyone,"January 9, 2018",2.3.3122,2.3 and up
Draw.ly - Color by Number Pixel Art Coloring,FAMILY,4.4,18616,10.0,1000000.0,Free,0.0,Everyone,"August 5, 2018",1.0.9,4.0.3 and up
Baby puzzles,FAMILY,4.3,11950,19.0,5000000.0,Free,0.0,Everyone,"July 12, 2018",6.1,4.0.3 and up
Garden Fruit Legend,FAMILY,4.6,4289,33.0,500000.0,Free,0.0,Everyone,"July 31, 2018",3.5.3183,4.0.3 and up
Barbie™ Fashion Closet,FAMILY,4.1,68286,85.0,10000000.0,Free,0.0,Everyone,"July 30, 2018",1.3.7,4.1 and up
Candy Day,FAMILY,4.5,11716,48.0,1000000.0,Free,0.0,Everyone,"August 3, 2018",8.4.3180,4.0 and up
Learn To Draw Glow Princess,FAMILY,4.5,3323,9.6,1000000.0,Free,0.0,Everyone,"July 14, 2017",1.0.1,4.0.3 and up
Barbie Magical Fashion,FAMILY,4.0,328619,15.0,10000000.0,Free,0.0,Everyone,"October 6, 2017",2.2,4.1 and up
Piano Kids - Music & Songs,FAMILY,4.6,46741,50.0,10000000.0,Free,0.0,Everyone,"August 3, 2018",1.73,4.0.3 and up
Farming Simulator 14,FAMILY,4.5,530854,51.0,10000000.0,Free,0.0,Everyone,"July 17, 2017",1.4.4,2.3.3 and up
Educational Games for Kids,FAMILY,4.5,7050,24.0,1000000.0,Free,0.0,Everyone,"May 27, 2018",2.0,4.0 and up
No.Draw - Colors by Number 2018,FAMILY,4.5,235906,13.0,10000000.0,Free,0.0,Everyone,"July 29, 2018",1.2.0,4.1 and up
Fruit Boom,FAMILY,4.4,17753,16.0,1000000.0,Free,0.0,Everyone,"May 25, 2018",2.2.3172,4.0.3 and up
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63.0,100000.0,Free,0.0,Everyone 10+,"July 27, 2018",1.0.89,4.4 and up
Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32029,15.0,5000000.0,Free,0.0,Everyone,"November 6, 2017",1.2,4.1 and up
Rhythm Patrol,FAMILY,4.3,4207,26.0,100000.0,Free,0.0,Everyone,"July 23, 2018",2.180723,4.1 and up
Kiddopia - Preschool Learning Games,FAMILY,4.5,64,81.0,10000.0,Free,0.0,Everyone,"July 18, 2018",1.1.2,5.0 and up
Toca Mystery House,FAMILY,4.2,96,79.0,5000.0,Paid,3.99,Everyone,"June 14, 2018",1.0.1,4.4 and up
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496,94.0,100000.0,Free,0.0,Everyone,"July 11, 2018",1.0,4.2 and up
Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,20267,46.0,1000000.0,Free,0.0,Everyone,"July 16, 2018",1.1.6.7,4.1 and up
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43.0,1000000.0,Free,0.0,Everyone,"March 21, 2018",2.0.5.0,4.1 and up
Baby Panda’s Juice Shop,FAMILY,4.5,19230,45.0,5000000.0,Free,0.0,Everyone,"July 12, 2018",8.25.10.01,4.0.3 and up
Dr. Panda Restaurant 3,FAMILY,4.2,11126,91.0,1000000.0,Free,0.0,Everyone,"March 23, 2018",1.6.4,4.1 and up
LEGO® Friends: Heartlake Rush,FAMILY,4.5,23671,91.0,1000000.0,Free,0.0,Everyone,"July 31, 2018",1.2.0,4.1 and up
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53.0,1000000.0,Free,0.0,Everyone,"July 16, 2018",2.0.7.4,4.1 and up
Henry Danger Crime Warp,FAMILY,4.6,9626,28.0,1000000.0,Free,0.0,Everyone,"February 7, 2018",1.1,4.4 and up
Thomas & Friends: Race On!,FAMILY,4.1,29319,26.0,5000000.0,Free,0.0,Everyone,"May 18, 2018",2.4,4.4 and up
Super School: Educational Kids Games & Rhymes,FAMILY,4.5,1791,56.0,500000.0,Free,0.0,Everyone,"June 2, 2018",5.3.11,5.0 and up
Fruit Cube Blast,FAMILY,4.6,9199,80.0,500000.0,Free,0.0,Everyone,"August 3, 2018",1.2.7,4.1 and up
Toddler Kids Puzzles PUZZINGO,FAMILY,4.6,14014,60.0,1000000.0,Free,0.0,Everyone,"July 6, 2018",7.32,4.0.3 and up
Intellijoy Early Learning Academy,FAMILY,4.3,160,67.0,50000.0,Free,0.0,Everyone,"June 18, 2018",3.4.0,Varies with device
Dr. Panda Town: Vacation,FAMILY,3.8,10366,78.0,1000000.0,Free,0.0,Everyone,"July 24, 2018",1.2.1,4.1 and up
Leo and Tig,FAMILY,4.5,47644,27.0,1000000.0,Free,0.0,Everyone,"May 31, 2018",10.180530,4.0.3 and up
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63.0,100000.0,Free,0.0,Everyone 10+,"August 6, 2018",149,4.1 and up
Montessori Preschool,FAMILY,3.9,237,26.0,100000.0,Free,0.0,Everyone,"July 12, 2018",1.7.2,4.1 and up
Kids Corner: Interactive Tales and Games for kids,FAMILY,4.5,6404,46.0,500000.0,Free,0.0,Everyone,"July 16, 2018",1.8.3,4.1 and up
Cutie Cubies,FAMILY,4.4,6356,83.0,500000.0,Free,0.0,Everyone,"July 4, 2018",1.180702,4.1 and up
My Little Princess : Stores,FAMILY,4.3,169,60.0,5000.0,Paid,2.99,Everyone,"May 25, 2018",1.08,4.1 and up
Sago Mini Big City,FAMILY,4.2,8,44.0,1000.0,Paid,3.99,Everyone,"July 9, 2018",1.1,4.4 and up
Pinkalicious Party,FAMILY,3.0,2,82.0,500.0,Paid,2.99,Everyone,"June 25, 2018",1.5.0,4.1 and up
ROBLOX,FAMILY,4.5,4450855,67.0,100000000.0,Free,0.0,Everyone 10+,"July 31, 2018",2.347.225742,4.1 and up
PJ Masks: Moonlight Heroes,FAMILY,4.4,86961,99.0,10000000.0,Free,0.0,Everyone,"June 5, 2018",2.0.1,4.0.3 and up
Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,24.0,10000000.0,Free,0.0,Everyone,"May 22, 2018",1.4.12,4.1 and up
Moana Island Life,FAMILY,4.1,15246,78.0,1000000.0,Free,0.0,Everyone,"July 12, 2017",3.2.473.202,4.0 and up
Farming Simulator 14,FAMILY,4.5,530904,51.0,10000000.0,Free,0.0,Everyone,"July 17, 2017",1.4.4,2.3.3 and up
My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,4.6,106750,94.0,1000000.0,Free,0.0,Everyone,"June 29, 2018",1.221,4.1 and up
My Little Pony Rainbow Runners,FAMILY,4.3,33785,16.0,5000000.0,Free,0.0,Everyone,"December 20, 2017",1.3,4.1 and up
Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93.0,500000.0,Free,0.0,Everyone,"August 31, 2017",1.1.9,4.1 and up
Cars: Lightning League,FAMILY,4.5,58795,77.0,10000000.0,Free,0.0,Everyone,"May 21, 2018",1.6,4.0.3 and up
Little Panda Run,FAMILY,4.2,3235,32.0,1000000.0,Free,0.0,Everyone,"June 20, 2018",8.25.10.00,4.0.3 and up
Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031,58.0,1000000.0,Free,0.0,Everyone,"July 30, 2018",3.2.4,4.4 and up
Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,4.4,131,48.0,100000.0,Free,0.0,Everyone,"June 13, 2018",1.1.1,4.2 and up
Pony Friends 🦄 - Beepzz racing game for kids,FAMILY,4.5,114,69.0,50000.0,Free,0.0,Everyone,"June 13, 2018",1.4.3,4.2 and up
LEGO® Juniors Create & Cruise,FAMILY,4.1,673203,73.0,50000000.0,Free,0.0,Everyone,"January 19, 2018",6.7.5222,4.1 and up
Xtreme Racing 2018 - Jeep & 4x4 off road simulator,FAMILY,4.2,2178,99.0,500000.0,Free,0.0,Everyone,"August 23, 2017",1.0.8,4.1 and up
Thomas & Friends: Go Go Thomas,FAMILY,4.1,175625,16.0,10000000.0,Free,0.0,Everyone,"November 22, 2017",1.4,4.1 and up
Ninja Dash - Ronin Jump RPG,FAMILY,4.7,8508,54.0,500000.0,Free,0.0,Everyone 10+,"August 2, 2018",1.1.23,4.0.3 and up
Paw Patrol by ShuffleCards,FAMILY,4.3,3484,56.0,1000000.0,Free,0.0,Everyone,"March 7, 2017",1.0.1,4.0 and up
Plants vs. Zombies™ Heroes,FAMILY,4.4,379415,68.0,10000000.0,Free,0.0,Everyone,"June 26, 2018",1.28.01,4.1 and up
Transformers Rescue Bots: Disaster Dash,FAMILY,4.4,19245,25.0,1000000.0,Free,0.0,Everyone,"March 28, 2018",1.3,4.1 and up
PAC-MAN Pop,FAMILY,4.3,24877,54.0,5000000.0,Free,0.0,Everyone,"June 20, 2018",2.1.6579,4.1 and up
Monster Truck Driver & Racing,FAMILY,4.4,765,51.0,1000000.0,Free,0.0,Everyone,"January 19, 2017",1.0.9,2.3 and up
Strawberry Shortcake BerryRush,FAMILY,4.3,525552,48.0,10000000.0,Free,0.0,Everyone,"October 15, 2017",1.2.3,2.3 and up
Little Fire Station,FAMILY,4.2,3762,44.0,1000000.0,Free,0.0,Everyone,"July 2, 2018",1.47,4.3 and up
Ice Cream Jump,FAMILY,4.2,141363,8.7,10000000.0,Free,0.0,Everyone,"January 21, 2018",1.20.2,2.3 and up
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91.0,10000000.0,Free,0.0,Everyone,"August 2, 2018",3.2.0h,4.0.3 and up
Turbo FAST,FAMILY,4.3,1329192,97.0,50000000.0,Free,0.0,Everyone,"October 4, 2017",2.1.20,2.3.3 and up
My Little Pony: Harmony Quest,FAMILY,4.1,148295,26.0,10000000.0,Free,0.0,Everyone,"March 5, 2018",1.6,4.1 and up
Transformers Rescue Bots: Hero Adventures,FAMILY,4.2,41273,16.0,5000000.0,Free,0.0,Everyone,"July 5, 2018",1.5,4.1 and up
Equestria Girls,FAMILY,4.3,392596,53.0,10000000.0,Free,0.0,Everyone,"July 22, 2016",37893,4.0 and up
DC Super Hero Girls™,FAMILY,4.3,43060,95.0,5000000.0,Free,0.0,Everyone,"June 29, 2018",2.8.0,4.0 and up
Disney Crossy Road,FAMILY,4.5,514088,83.0,10000000.0,Free,0.0,Everyone,"May 30, 2018",3.200.18289,4.4 and up
Touch Racing 2 - Mini RC Race,FAMILY,4.1,41867,78.0,1000000.0,Free,0.0,Everyone,"May 18, 2017",1.4.2.1,2.3.3 and up
Toca Kitchen 2,FAMILY,4.5,1014846,56.0,50000000.0,Free,0.0,Everyone,"June 29, 2017",1.2.3-play,4.1 and up
Doctor Pets,FAMILY,4.2,23060,21.0,1000000.0,Free,0.0,Everyone,"July 26, 2018",1.19,4.1 and up
Supermarket – Game for Kids,FAMILY,4.4,112080,26.0,10000000.0,Free,0.0,Everyone,"July 26, 2018",1.24,4.1 and up
Supermarket Manager: Cashier Simulator Kids Games,FAMILY,4.0,15489,60.0,1000000.0,Free,0.0,Everyone,"October 11, 2017",2.4.9,4.0 and up
Kids Animals Jigsaw Puzzles 😄,FAMILY,4.1,51895,22.0,10000000.0,Free,0.0,Everyone,"June 16, 2018",18.1,4.2 and up
DC Super Hero Girls™,FAMILY,4.3,43060,95.0,5000000.0,Free,0.0,Everyone,"June 29, 2018",2.8.0,4.0 and up
Strawberry Shortcake BerryRush,FAMILY,4.3,525552,48.0,10000000.0,Free,0.0,Everyone,"October 15, 2017",1.2.3,2.3 and up
Inside Out Thought Bubbles,FAMILY,4.4,623398,58.0,10000000.0,Free,0.0,Everyone,"August 31, 2017",1.22.0,4.0.3 and up
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91.0,10000000.0,Free,0.0,Everyone,"August 2, 2018",3.2.0h,4.0.3 and up
Monster High™,FAMILY,4.1,66661,22.0,5000000.0,Free,0.0,Everyone,"February 2, 2018",5.2,4.1 and up
Cute Pet Puppies,FAMILY,4.0,10447,36.0,1000000.0,Free,0.0,Everyone,"February 18, 2016",1.0.4,2.3 and up
Frozen Free Fall,FAMILY,4.3,1574197,37.0,50000000.0,Free,0.0,Everyone,"July 27, 2018",6.7.0,4.2 and up
Monster High™ Minis Mania,FAMILY,4.6,19170,70.0,1000000.0,Free,0.0,Everyone,"March 15, 2017",1.4.2,4.0.3 and up
Shopkins World!,FAMILY,4.3,169609,34.0,10000000.0,Free,0.0,Everyone,"June 13, 2018",3.6.1,4.1 and up
Monica Toy TV,FAMILY,4.7,6188,49.0,500000.0,Free,0.0,Everyone 10+,"April 3, 2018",1.6.4,4.1 and up
Toy Guitar with songs for kids,FAMILY,4.3,1369,9.8,500000.0,Free,0.0,Everyone,"March 5, 2016",1.0.3,2.3 and up
Endless Numbers,FAMILY,4.4,2952,37.0,500000.0,Free,0.0,Everyone,"June 19, 2018",1.2.0,5.1 and up
Sworkit Kids - Fitness Meets Fun,FAMILY,4.7,9856,55.0,100000.0,Free,0.0,Everyone,"February 2, 2016",1.1.1,4.0 and up
Earth to Luna! Watch and Play,FAMILY,3.9,10753,84.0,1000000.0,Free,0.0,Everyone,"July 23, 2018",2.5.6,4.1 and up
Nancy Drew Codes and Clues,FAMILY,4.1,154,16.0,10000.0,Free,0.0,Everyone,"January 13, 2017",2.0.0,4.1 and up
Masha and the Bear Child Games,FAMILY,4.1,288523,92.0,10000000.0,Free,0.0,Everyone,"May 8, 2018",2.7.4,4.0 and up
codeSpark Academy & The Foos,FAMILY,4.1,4522,57.0,500000.0,Free,0.0,Everyone,"June 21, 2018",2.19.01,4.1 and up
Toca Life: City,FAMILY,4.7,31100,24.0,500000.0,Paid,3.99,Everyone,"July 6, 2018",1.5-play,4.4 and up
LEGO® Friends,FAMILY,4.4,854,6.9,10000.0,Paid,4.99,Everyone,"December 1, 2015",Varies with device,4.0.3 and up
My Little Work – Garage,FAMILY,4.3,560,44.0,10000.0,Paid,3.99,Everyone,"June 17, 2015",2.0.1,2.3 and up
"Alizay, pirate girl",FAMILY,4.5,197,11.0,1000.0,Paid,2.99,Everyone,"March 23, 2017",4.0.2,2.3 and up
Word Search Games in english,FAMILY,4.3,63186,16.0,10000000.0,Free,0.0,Everyone,"July 12, 2018",7.5,4.0.3 and up
Chess Free,FAMILY,4.3,23772,17.0,5000000.0,Free,0.0,Everyone,"August 2, 2017",1.15.3028.0,2.3 and up
Tic Tac Toe,FAMILY,4.1,6007,18.0,1000000.0,Free,0.0,Everyone,"July 3, 2017",1.6.3028.0,2.3 and up
Dominos Game ✔️,FAMILY,4.1,2903,16.0,1000000.0,Free,0.0,Everyone,"July 5, 2018",5.2,4.1 and up
Checkers ✔️,FAMILY,4.1,3617,19.0,1000000.0,Free,0.0,Everyone,"July 24, 2018",4.0.2,4.1 and up
Crazy Colors: Bubbles Matching,FAMILY,4.6,3063,1.6,100000.0,Free,0.0,Everyone,"May 24, 2018",2.9.7,3.0 and up
Chess for Kids - Play & Learn,FAMILY,4.1,3234,47.0,100000.0,Free,0.0,Everyone,"May 15, 2018",2.2.3,4.1 and up
Block Puzzle : Night in Egypt,FAMILY,4.4,276,16.0,50000.0,Free,0.0,Everyone,"September 12, 2017",1.2.16,2.3 and up
Mosaic puzzles,FAMILY,4.4,1595,14.0,500000.0,Free,0.0,Everyone,"July 4, 2018",2.8,4.0.3 and up
RISK: Global Domination,FAMILY,4.0,68559,75.0,5000000.0,Free,0.0,Everyone,"July 31, 2018",1.19.56.434,4.4 and up
Pino chess,FAMILY,4.8,61,25.0,1000.0,Free,0.0,Everyone,"January 26, 2017",0.1.0,4.0 and up
Chess PRO Free,FAMILY,3.8,1123,5.7,100000.0,Free,0.0,Everyone,"September 8, 2016",4.2,2.3 and up
All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17.0,50000.0,Free,0.0,Everyone,"June 13, 2018",20180609,4.0 and up
Hactar Go,FAMILY,4.8,97,3.5,1000.0,Paid,2.99,Everyone,"March 30, 2018",2.4.15,4.0 and up
All-in-One Mahjong 3,FAMILY,4.4,38,16.0,100.0,Paid,0.99,Everyone,"June 14, 2018",20180609,4.0 and up
World Racers family board game,FAMILY,4.8,4,42.0,100.0,Paid,0.99,Everyone,"September 3, 2015",1.1,5.1 and up
SweetLand — Family Board Game,FAMILY,4.2,38,47.0,1000.0,Paid,0.99,Everyone,"November 14, 2014",1.2,2.3.3 and up
Steam: Rails to Riches,FAMILY,4.2,214,67.0,5000.0,Paid,4.99,Everyone,"December 13, 2017",3.3.1,4.1 and up
Whoowasit? - Best kids game!,FAMILY,4.0,248,26.0,5000.0,Paid,2.99,Everyone,"July 24, 2018",1.6,4.1 and up
Lanterns: The Harvest Festival,FAMILY,4.7,185,72.0,1000.0,Paid,4.99,Everyone,"May 1, 2018",1.16.5,4.1 and up
Tsuro - The Game of the Path,FAMILY,4.7,2195,37.0,10000.0,Paid,2.99,Everyone,"August 2, 2016",1.3.3,2.3 and up
THE aMAZEing Labyrinth,FAMILY,3.9,1615,1.2,10000.0,Paid,4.99,Everyone,"February 9, 2016",1.0.3,4.0 and up
Chess and Mate,FAMILY,4.5,359,17.0,5000.0,Paid,4.99,Everyone,"August 12, 2015",2.0.5,2.3 and up
Kids Balloon Pop Game Free 🎈,FAMILY,4.1,38021,19.0,10000000.0,Free,0.0,Everyone,"July 6, 2018",18.2,4.0.3 and up
Sounds for Toddlers FREE,FAMILY,4.4,6190,23.0,1000000.0,Free,0.0,Everyone,"August 24, 2015",1.7.1,4.0 and up
Elmo Calls by Sesame Street,FAMILY,3.9,6903,25.0,1000000.0,Free,0.0,Everyone,"January 31, 2018",2.0.7,2.3 and up
Sago Mini Friends,FAMILY,4.4,13155,83.0,1000000.0,Free,0.0,Everyone,"June 16, 2016",1.3,4.0.3 and up
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496,94.0,100000.0,Free,0.0,Everyone,"July 11, 2018",1.0,4.2 and up
Tee and Mo Bath Time Free,FAMILY,3.6,418,97.0,100000.0,Free,0.0,Everyone,"November 7, 2016",1.0.3,4.0.3 and up
Bita and the Animals - Pelos Ares,FAMILY,4.4,1160,37.0,100000.0,Free,0.0,Everyone,"May 22, 2013",1.0,2.2 and up
TO-FU Oh!SUSHI,FAMILY,4.1,59917,92.0,5000000.0,Free,0.0,Everyone,"July 31, 2018",2.3,4.4 and up
DreamWorks Friends,FAMILY,3.6,1042,48.0,100000.0,Free,0.0,Everyone,"August 4, 2017",2.5,4.3 and up
Avokiddo Emotions,FAMILY,4.6,73,12.0,1000.0,Paid,2.99,Everyone,"May 21, 2018",1.7.0,4.0.3 and up
Nighty Night Circus,FAMILY,4.3,382,15.0,10000.0,Paid,2.99,Everyone,"March 7, 2017",2.6,2.3 and up
Sago Mini Babies,FAMILY,4.5,253,83.0,10000.0,Paid,3.99,Everyone,"October 28, 2016",1.1,4.0.3 and up
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5,50000.0,Paid,3.99,Everyone,"December 9, 2014",1.8,4.0 and up
Kids Balloon Pop Game Free 🎈,FAMILY,4.1,38021,19.0,10000000.0,Free,0.0,Everyone,"July 6, 2018",18.2,4.0.3 and up
Sounds for Toddlers FREE,FAMILY,4.4,6190,23.0,1000000.0,Free,0.0,Everyone,"August 24, 2015",1.7.1,4.0 and up
Elmo Calls by Sesame Street,FAMILY,3.9,6903,25.0,1000000.0,Free,0.0,Everyone,"January 31, 2018",2.0.7,2.3 and up
Sago Mini Friends,FAMILY,4.4,13155,83.0,1000000.0,Free,0.0,Everyone,"June 16, 2016",1.3,4.0.3 and up
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496,94.0,100000.0,Free,0.0,Everyone,"July 11, 2018",1.0,4.2 and up
Tee and Mo Bath Time Free,FAMILY,3.6,418,97.0,100000.0,Free,0.0,Everyone,"November 7, 2016",1.0.3,4.0.3 and up
Bita and the Animals - Pelos Ares,FAMILY,4.4,1160,37.0,100000.0,Free,0.0,Everyone,"May 22, 2013",1.0,2.2 and up
TO-FU Oh!SUSHI,FAMILY,4.1,59917,92.0,5000000.0,Free,0.0,Everyone,"July 31, 2018",2.3,4.4 and up
DreamWorks Friends,FAMILY,3.6,1042,48.0,100000.0,Free,0.0,Everyone,"August 4, 2017",2.5,4.3 and up
Avokiddo Emotions,FAMILY,4.6,73,12.0,1000.0,Paid,2.99,Everyone,"May 21, 2018",1.7.0,4.0.3 and up
Nighty Night Circus,FAMILY,4.3,382,15.0,10000.0,Paid,2.99,Everyone,"March 7, 2017",2.6,2.3 and up
Sago Mini Babies,FAMILY,4.5,253,83.0,10000.0,Paid,3.99,Everyone,"October 28, 2016",1.1,4.0.3 and up
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5,50000.0,Paid,3.99,Everyone,"December 9, 2014",1.8,4.0 and up
ROBLOX,FAMILY,4.5,4450890,67.0,100000000.0,Free,0.0,Everyone 10+,"July 31, 2018",2.347.225742,4.1 and up
Barbie Life™,FAMILY,3.9,133117,63.0,5000000.0,Free,0.0,Everyone,"July 12, 2018",2.6,4.1 and up
Baby Panda Care,FAMILY,4.2,108795,49.0,10000000.0,Free,0.0,Everyone,"June 15, 2018",8.25.10.00,4.0.3 and up
Palace Pets in Whisker Haven,FAMILY,4.1,47213,14.0,5000000.0,Free,0.0,Everyone,"December 9, 2017",1.8,4.2 and up
Sweet Baby Girl - Dream House and Play Time,FAMILY,3.9,95537,58.0,10000000.0,Free,0.0,Everyone,"July 13, 2018",2.2.54,4.4 and up
Monster High™,FAMILY,4.1,66660,22.0,5000000.0,Free,0.0,Everyone,"February 2, 2018",5.2,4.1 and up
Hello Kitty Lunchbox,FAMILY,4.2,51838,15.0,5000000.0,Free,0.0,Everyone,"November 21, 2017",1.6,4.1 and up
Sweet Baby Girl Newborn Baby,FAMILY,3.8,36028,50.0,5000000.0,Free,0.0,Everyone,"July 2, 2018",1.3.51,4.4 and up
COOKING MAMA Let's Cook!,FAMILY,4.3,528745,59.0,10000000.0,Free,0.0,Everyone,"July 26, 2018",1.38.0,4.1 and up
Shopkins World!,FAMILY,4.3,169609,34.0,10000000.0,Free,0.0,Everyone,"June 13, 2018",3.6.1,4.1 and up
Ever After High™ Charmed Style,FAMILY,3.9,44062,54.0,1000000.0,Free,0.0,Everyone,"December 30, 2016",1.3,4.0.3 and up
Equestria Girls,FAMILY,4.3,392596,53.0,10000000.0,Free,0.0,Everyone,"July 22, 2016",37893,4.0 and up
Frozen Free Fall,FAMILY,4.3,1574204,37.0,50000000.0,Free,0.0,Everyone,"July 27, 2018",6.7.0,4.2 and up
Nick,FAMILY,4.2,123322,25.0,10000000.0,Free,0.0,Everyone 10+,"January 24, 2018",2.0.8,4.4 and up
Thomas & Friends: Race On!,FAMILY,4.1,29319,26.0,5000000.0,Free,0.0,Everyone,"May 18, 2018",2.4,4.4 and up
Mad Libs,FAMILY,4.0,8126,61.0,1000000.0,Free,0.0,Everyone,"July 31, 2018",1.1.1,6.0 and up
Inside Out Thought Bubbles,FAMILY,4.4,623398,58.0,10000000.0,Free,0.0,Everyone,"August 31, 2017",1.22.0,4.0.3 and up
ABCmouse.com,FAMILY,4.3,50887,91.0,5000000.0,Free,0.0,Everyone,"July 3, 2018",7.2.0,4.4 and up
My Little Pony Celebration,FAMILY,4.3,63160,17.0,1000000.0,Free,0.0,Everyone,"July 22, 2016",1.0.0,2.3 and up
Sago Mini Friends,FAMILY,4.4,13155,83.0,1000000.0,Free,0.0,Everyone,"June 16, 2016",1.3,4.0.3 and up
Thomas & Friends: Delivery,FAMILY,4.2,28737,17.0,1000000.0,Free,0.0,Everyone,"February 5, 2016",1.0,2.3 and up
Nasty Goats,FAMILY,4.3,45579,64.0,1000000.0,Free,0.0,Everyone,"April 14, 2016",1.1.0,4.0 and up
Starfall Free & Member,FAMILY,4.2,19720,41.0,1000000.0,Free,0.0,Everyone,"November 7, 2017",1.35.23,4.0 and up
Animal Jam - Play Wild!,FAMILY,4.6,361970,58.0,5000000.0,Free,0.0,Everyone,"August 2, 2018",28.0.14,4.1 and up
